,fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option,timeOnSite (in minute)
34,2870803664675052699,Referral,2016-08-01 06:56:42,Singapore,(not set),,,25.0,2.0,,2017-02-20,1487646222,PAGE,,,0,,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,0.4166666666666667
35,2147744904815697190,Social,2016-08-01 10:18:37,Canada,not available in demo dataset,,,37.0,2.0,,2017-02-18,1487421671,PAGE,,,0,,9182722,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,0.6166666666666667
36,9178221796764045442,Organic Search,2016-08-07 17:07:18,Taiwan,(not set),,,947.0,28.0,,2017-04-08,1491666063,PAGE,,,0,,9182723,Google Men's 100% Cotton Short Sleeve Hero Tee White,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,15.783333333333333
37,7152313806704388410,Referral,2016-08-07 09:34:47,United States,not available in demo dataset,,,1305.0,47.0,,2017-06-04,1496623691,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,21.75
38,2870803664675052699,Referral,2016-08-01 06:56:42,Singapore,(not set),,,25.0,2.0,,2017-02-20,1487646222,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,0.4166666666666667
39,3173550449318977052,Affiliates,2016-08-07 03:16:44,United States,not available in demo dataset,,,681.0,34.0,,2017-02-11,1486874198,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,11.35
40,1480903445344176459,Organic Search,2016-08-13 10:04:05,Canada,not available in demo dataset,,,1266.0,41.0,,2017-02-10,1486744776,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,21.1
41,1467123776208186522,Referral,2016-08-03 03:26:12,United States,Mountain View,,,576.0,11.0,,2017-06-02,1496441320,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,9.6
42,533002805635095618,Direct,2016-08-01 08:04:01,United States,not available in demo dataset,,,41.0,4.0,,2017-02-20,1487650098,PAGE,,,0,,9182739,Google Men's Watershed Full Zip Hoodie Grey,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,0.6833333333333333
43,200484347423235614,Referral,2016-08-02 07:35:16,United States,New York,,,330.0,19.0,,2017-01-06,1483733382,PAGE,,,0,,9182743,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,5.5
44,9476348446859765776,Organic Search,2016-08-06 09:04:28,United States,not available in demo dataset,,,493.0,20.0,,2017-02-16,1487274886,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,8.216666666666667
45,2295899904627923606,Organic Search,2016-08-03 06:16:48,United States,not available in demo dataset,,,373.0,9.0,22.0,2017-07-16,1500241052,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,6.216666666666667
46,8419756081037021527,Referral,2016-08-03 03:12:57,Switzerland,Zurich,,,308.0,5.0,,2017-02-16,1487291809,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,5.133333333333334
47,1392300334983707070,Organic Search,2016-08-11 18:20:39,United States,not available in demo dataset,,,2812.0,52.0,45.0,2017-07-15,1500141923,PAGE,,,0,,9182751,Google Men's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,46.86666666666667
48,7199611745811583535,Referral,2016-08-02 02:24:16,United States,Boulder,467600000.0,1.0,710.0,27.0,,2017-01-04,1483554305,PAGE,,,0,0.0,9182761,Google Women's Yoga Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,11.833333333333334
49,4647588580441750841,Direct,2016-08-25 20:09:53,United States,Sunnyvale,,,2736.0,80.0,,2017-01-05,1483680801,PAGE,,,0,,9182761,Google Women's Yoga Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,45.6
50,9991894785574881952,Direct,2016-08-02 12:31:33,United States,Atlanta,,,174.0,10.0,,2017-02-09,1486660651,PAGE,,,0,,9182765,Google Women's Convertible Vest-Jacket Sea Foam Green,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,2.9
51,7236137462224659682,Direct,2016-08-10 17:48:30,United States,Washington,,,1114.0,22.0,,2017-01-25,1485332983,PAGE,,,0,,9182771,Google Women's 1/4 Zip Jacket Charcoal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,18.566666666666666
52,2709295266531200360,Referral,2016-08-02 04:37:14,United States,Chicago,,,204.0,5.0,,2017-02-07,1486503937,PAGE,,,0,,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,3.4
53,1555201124395352017,Social,2016-08-01 22:06:24,Ukraine,Kiev,,,80.0,3.0,,2017-02-23,1487902147,PAGE,,,0,,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,1.3333333333333333
54,5888802067059051670,Organic Search,2016-08-04 18:45:40,United States,not available in demo dataset,,,368.0,5.0,,2017-02-22,1487821132,PAGE,,,0,,9182772,Google Women's Performance Full Zip Jacket Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,6.133333333333334
55,972701135095018930,Direct,2016-08-02 13:08:48,United States,Seattle,,,134.0,4.0,1.0,2017-07-28,1501280014,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,2.2333333333333334
56,4716992909071963636,Organic Search,2016-08-01 12:28:56,Taiwan,not available in demo dataset,,,124.0,5.0,,2017-02-01,1485985292,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,2.066666666666667
57,1477606480597254796,Organic Search,2016-08-03 02:39:14,Germany,not available in demo dataset,,,1542.0,34.0,,2017-02-01,1485982066,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,25.7
58,199372328838179522,Organic Search,2016-08-16 08:23:06,Canada,Toronto,,,1326.0,24.0,,2017-01-08,1483923219,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,22.1
59,8074041050560984021,Organic Search,2016-08-04 00:09:35,United States,Mountain View,,,2731.0,39.0,80.0,2017-07-26,1501086596,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,45.516666666666666
60,9220725592862295655,Organic Search,2016-08-13 17:23:22,United States,not available in demo dataset,,,2628.0,44.0,69.0,2017-07-27,1501192301,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,43.8
61,8436386941727850000,Organic Search,2016-08-07 15:25:16,United States,Sunnyvale,,,682.0,28.0,,2017-01-09,1484026446,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,11.366666666666667
62,3490247300164616158,Organic Search,2016-08-24 02:17:10,Brazil,not available in demo dataset,,,4914.0,31.0,9.0,2017-07-22,1500760036,PAGE,,,0,,9182781,Google Women's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,81.9
63,3612654415521437638,Organic Search,2016-08-04 16:19:18,Canada,not available in demo dataset,,,404.0,13.0,,2017-06-28,1498717185,PAGE,,,0,,9182784,Google Women's Short Sleeve Hero Tee White,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,6.733333333333333
64,1663588776724483567,Referral,2016-08-01 11:51:35,Switzerland,not available in demo dataset,51040000.0,1.0,421.0,17.0,,2017-06-29,1498744975,PAGE,,,0,0.0,9182784,Google Women's Short Sleeve Hero Tee White,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,7.016666666666667
65,9147040901883884693,Display,2016-08-16 03:24:08,United States,Sunnyvale,,,1389.0,25.0,,2017-02-08,1486625782,PAGE,,,0,,9182785,Google Women's Lightweight Microfleece Jacket,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,23.15
66,9797908425913223681,Referral,2016-08-03 19:18:07,Japan,not available in demo dataset,,,308.0,21.0,,2017-02-08,1486577048,PAGE,,,0,,9182785,Google Women's Lightweight Microfleece Jacket,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,5.133333333333334
67,2341378980401323198,Organic Search,2016-08-02 05:29:05,Ireland,not available in demo dataset,,,1388.0,32.0,,2017-03-08,1489006380,PAGE,,,0,,9182838,Google Toddler Short Sleeve T-shirt Yellow,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,23.133333333333333
68,4320783551704996160,Referral,2016-08-15 17:45:19,United States,Los Angeles,,,1701.0,25.0,,2017-05-06,1494113699,PAGE,,,0,,9182980,Google Pet Feeding Mat,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,28.35
69,1943869482822454511,Referral,2016-08-06 01:55:57,Germany,not available in demo dataset,,,439.0,4.0,1.0,2017-07-07,1499438987,PAGE,,,0,,9183186,Google G Noise-reducing Bluetooth Headphones,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,7.316666666666666
70,9191103239009197198,Referral,2016-08-02 20:29:33,United States,San Francisco,,,546.0,15.0,,2017-03-13,1489465164,PAGE,,,0,,9183186,Google G Noise-reducing Bluetooth Headphones,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,9.1
71,754996305428322594,Organic Search,2016-08-02 21:22:22,Hong Kong,Hong Kong,,,183.0,10.0,,2017-04-08,1491644157,PAGE,,,0,,9183211,YouTube RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,3.05
72,1957458976293878100,Display,2016-09-24 00:56:38,United States,not available in demo dataset,6831960000.0,1.0,5466.0,151.0,,2017-04-07,1491578402,PAGE,,,0,0.0,9183211,YouTube RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,91.1
73,627998342647039878,Organic Search,2016-08-06 13:41:37,Thailand,Bangkok,,,605.0,29.0,,2017-05-16,1494921946,PAGE,,,0,,9183212,Android RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,10.083333333333334
74,657364648407623467,Organic Search,2016-08-09 05:45:19,United States,not available in demo dataset,,,2120.0,40.0,,2017-05-14,1494829392,PAGE,,,0,,9183212,Android RFID Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,35.333333333333336
75,4421062057307625296,Organic Search,2016-08-04 05:58:26,United States,New York,,,655.0,14.0,,2017-02-26,1488158301,PAGE,,,0,,9183213,Android Hard Cover Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,10.916666666666666
76,6857808114330834445,Referral,2016-08-03 20:15:46,United States,Chicago,,,353.0,7.0,,2017-04-25,1493139979,PAGE,,,0,,9183213,Android Hard Cover Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,5.883333333333334
77,4784312403795214032,Direct,2016-08-18 11:49:00,United States,Austin,,,1511.0,2.0,,2017-06-30,1498882862,PAGE,,,0,,9183214,Google Hard Cover Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,25.183333333333334
78,1894617860778311526,Organic Search,2016-08-05 08:06:45,United States,Chicago,,,664.0,25.0,,2017-05-10,1494473850,PAGE,,,0,,9183219,Google Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,11.066666666666666
79,8838182569236459287,(Other),2016-08-02 08:45:11,Canada,not available in demo dataset,,,118.0,2.0,,2017-04-18,1492549912,PAGE,,,0,,9183223,Google Spiral Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,1.9666666666666666
80,2324201609630245980,Organic Search,2016-08-27 22:28:53,United States,Houston,108910000.0,1.0,4845.0,114.0,,2017-04-18,1492523958,PAGE,,,0,0.0,9183223,Google Spiral Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,80.75
81,7478927596935085715,Direct,2016-08-01 00:00:00,United States,Goose Creek,,,1151.0,2.0,,2017-04-18,1492543687,PAGE,,,0,,9183223,Google Spiral Leather Journal,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,19.183333333333334
82,6242959767156912467,Referral,2016-08-06 13:26:44,Singapore,(not set),,,754.0,23.0,,2017-01-19,1484882791,PAGE,,,0,,9183229,Nest® Cam Outdoor Security Camera - USA,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,12.566666666666666
83,5684038220144421116,Organic Search,2016-08-10 06:44:45,United States,Mountain View,,,1029.0,14.0,,2017-02-25,1488075037,PAGE,,,0,,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,17.15
84,5978695388391511791,Referral,2016-08-02 10:34:31,United States,not available in demo dataset,,,260.0,13.0,,2017-02-28,1488332163,PAGE,,,0,,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,4.333333333333333
85,9861780131991859576,Social,2016-08-02 00:23:21,Bangladesh,(not set),,,151.0,3.0,,2017-02-23,1487922966,PAGE,,,0,,9184720,Google Women's Short Sleeve Hero Tee Sky Blue,(not set),(not set),USD,,,,,,,/storeitem.html,0,1,,2.5166666666666666
86,1804239377906376107,Social,2016-08-01 00:00:00,Vietnam,not available in demo dataset,,,389.0,3.0,1.0,2017-07-22,1500782958,PAGE,,,16990000,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,,,/google+redesign/,0,1,,6.483333333333333
87,7040959099482116852,Organic Search,2016-08-02 01:20:04,Vietnam,not available in demo dataset,,,91.0,2.0,,2017-04-27,1493346557,PAGE,,,20990000,,GGOEGAAX0355,Google Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,,,/google+redesign/,0,1,,1.5166666666666666
88,8857606652713260627,Organic Search,2016-08-01 02:42:23,Vietnam,Ho Chi Minh City,,,231.0,8.0,,2016-12-10,1481433482,PAGE,,,99990000,,GGOEGAAX0795,25L Classic Rucksack,Home/Bags/Backpacks/,(not set),USD,,,,,,,/google+redesign/,0,1,,3.85
89,2675288268782734510,Referral,2016-08-01 19:02:14,United States,New York,273000000.0,1.0,532.0,25.0,78.0,2017-07-22,1500739387,EVENT,899750000.0,25.0,35990000,35990000.0,GGOEGOCD078399,Google Leather Perforated Journal,${escCatTitle},(not set),USD,7.0,5141428.571428572,35990000.0,,,,/storeitem.html,3,1,,8.866666666666667
90,456807427403774085,Referral,2016-08-03 04:14:39,United States,Mountain View,154980000.0,1.0,916.0,43.0,92.0,2017-07-12,1499896760,EVENT,89980000.0,2.0,44990000,44990000.0,GGOEGOCD078399,Google Leather Perforated Journal,${escCatTitle},(not set),USD,3.0,14996666.666666666,44990000.0,,,,/storeitem.html,3,1,,15.266666666666667
91,9329481831754645981,Organic Search,2016-08-02 20:58:15,Vietnam,not available in demo dataset,,,162.0,10.0,,2017-04-10,1491831206,PAGE,,,8990000,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,,,/google+redesign/,0,1,,2.7
92,4009212492683421907,Referral,2016-08-03 12:33:31,United States,San Francisco,,,1162.0,61.0,,2016-09-19,1474322440,EVENT,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),,,,,,Fun,,/google+redesign/,1,1,,19.366666666666667
93,4532291238450213115,Display,2016-08-01 00:00:00,United States,New York,,,,1.0,,2016-08-08,1470640529,PAGE,,,4000000,,GGOEGAAX0037,Google Sunglasses,Home/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,,
94,873413313017080739,Referral,2016-08-01 06:23:08,United States,Santa Clara,,,29.0,3.0,,2016-10-04,1475618280,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,,0.48333333333333334
95,509291892849260639,Referral,2016-08-03 21:55:19,United States,Kirkland,,,442.0,25.0,,2016-09-28,1475126406,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,,7.366666666666666
96,3503177740835852213,Referral,2016-08-03 21:22:09,United States,New York,19790000.0,1.0,955.0,45.0,,2016-10-03,1475533717,PAGE,,,2800000,2800000.0,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,7.0,400000.0,2800000.0,,Fun,,/google+redesign/,0,1,,15.916666666666666
97,1578160320414711416,Referral,2016-08-01 14:26:38,United States,New York,,,124.0,13.0,,2016-10-03,1475550514,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,,2.066666666666667
98,70976956518566605,Referral,2016-08-13 10:00:08,United States,Cambridge,369660000.0,1.0,3027.0,132.0,,2016-09-26,1474923300,PAGE,,,2800000,2800000.0,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,132.0,21212.121212121212,2800000.0,,Fun,,/google+redesign/,0,1,,50.45
99,1057078399235259309,Referral,2016-08-01 10:53:03,United States,not available in demo dataset,,,514.0,34.0,,2016-10-03,1475479962,PAGE,,,2800000,,GGOEGAAX0037,Google Sunglasses,Home/Accessories/Fun/,(not set),USD,,,,,Fun,,/google+redesign/,0,1,,8.566666666666666
